ID,Project Code,PO / SO #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Lead Time (Days)
598,116-ZA-T01,SCMS-25540,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,,2008-06-12,2008-06-09,9-Jun-08,ARV,Adult,S. BUYS WHOLESALER,"Abacavir 300mg [Ziagen], tablets, Blister 6 x 10 Tabs",Abacavir,Ziagen,300mg,Tablet - blister,60,30,1049.4,34.98,0.58,GSK Ware (UK),Yes,,,1.68,
610,108-VN-T01,SCMS-26180,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2008-07-01,2008-09-19,2008-09-19,19-Sep-08,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,38640,92736.0,2.4,0.04,"Aurobindo Unit III, India",Yes,2719.0,18614.72,148.38,80.0
630,112-NG-T01,SCMS-26560,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2008-07-02,2009-02-25,2008-09-09,9-Sep-08,ACT,ACT,IDA FOUNDATION,"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 18 Tabs",Artemether/Lumefantrine,Coartem,20/120mg,Tablet - FDC + blister,540,34,1547.68,45.52,0.08,"Novartis Pharma AG, Switzerland",Yes,115.0,1755.87,2.48,69.0
637,108-VN-T01,SCMS-26200,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2008-07-03,2008-10-08,2008-10-08,8-Oct-08,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,42000,60900.0,1.45,0.02,"Aurobindo Unit III, India",Yes,2600.0,10179.16,97.44,97.0
646,116-ZA-T01,SCMS-26820,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,,2008-07-10,2008-07-08,8-Jul-08,ARV,Pediatric,S. BUYS WHOLESALER,"Nevirapine 10mg/ml [Viramune], oral suspension, Bottle, 240 ml",Nevirapine,Viramune,10mg/ml,Oral suspension,240,50,696.5,13.93,0.06,"BI, Ingelheim, Germany",Yes,,,1.11,
660,108-VN-T01,SCMS-27360,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2008-07-24,2008-11-27,2008-11-27,27-Nov-08,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,16800,171192.0,10.19,0.34,Mylan (formerly Matrix) Nashik,Yes,1224.0,4686.88,335.54,126.0
668,102-GY-T01,SCMS-27670,Guyana,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,2008-07-25,2008-08-15,2008-08-15,15-Aug-08,MRDT,Malaria,ZEPHYR BIOMEDICALS,"Malaria Paramax-3 Kit, 25 Tests",Malaria Paramax-3 Kit,Paramax,,Test kit,25,98,3675.0,37.5,1.5,Not Applicable,Yes,34.0,180.0,5.88,21.0
670,110-ZM-T01,SCMS-27790,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2008-07-31,2008-10-20,2008-10-20,20-Oct-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,4500,323955.0,71.99,0.72,Inverness Japan,Yes,1053.0,11062.05,634.95,81.0
712,119-NA-T01,SCMS-28840,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2008-08-26,2008-09-18,2008-09-18,18-Sep-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,10,320.0,32.0,1.6,"Trinity Biotech, Plc",Yes,,,0.51,23.0
717,104-CI-T01,SCMS-29140,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2008-08-27,2008-10-02,2008-10-02,2-Oct-08,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,,Test kit,40,500,38000.0,76.0,1.9,Bio-Rad Laboratories,Yes,562.0,11298.13,60.8,36.0
719,104-CI-T01,SCMS-29340,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2008-09-03,2009-01-23,2009-01-23,23-Jan-09,ACT,ACT,IDA FOUNDATION,"Artesunate+Amodiaquine 50+153mg, tablets, co-blister 6+6 Tabs",Artesunate+Amodiaquine,Generic,50+153mg,Tablet - FDC + co-blister,12,25000,9750.0,0.39,0.03,Ipca Dadra/Nagar Haveli IN,Yes,1708.0,12830.91,19.11,142.0
772,131-NG-T01,SCMS-30502,Nigeria,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,2009-03-06,2009-03-10,2009-04-08,8-Apr-09,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Atripla,600/200/300mg,Tablet - FDC,30,9,453.6,50.4,1.68,"MSD, Haarlem, NL",Yes,,,0.89,33.0
791,119-NA-T01,SCMS-31180,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2008-09-24,2008-10-29,2008-10-29,29-Oct-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,150,10798.5,71.99,0.72,Inverness Japan,Yes,46.0,2698.04,21.17,35.0
796,102-BW-T01,SCMS-31370,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2008-10-02,2008-11-28,2008-11-28,28-Nov-08,HRDT,HIV test - Ancillary,"Trinity Biotech, Plc","#109436**HIV 1, Uni-Gold Recombigen HIV Control, Vial 2 x 0.5 ml","HIV 1, Uni-Gold Recombigen HIV Control, Vial 2 x 0.5 ml",Uni-Gold,,Test kit - Ancillary,2,15,450.0,30.0,15.0,"Trinity Biotech, Plc",Yes,1.0,578.01,0.88,57.0
797,110-ZM-T01,SCMS-31380,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2008-10-02,2009-01-23,2009-01-23,23-Jan-09,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,319,6380.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,100.0,1122.24,12.5,113.0
835,116-ZA-T01,SCMS-33320,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,,2009-05-17,2008-10-09,9-Oct-08,ARV,Adult,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,80,1830.4,22.88,0.76,"Aspen-OSD, Port Elizabeth, SA",Yes,,,3.59,
836,116-ZA-T01,SCMS-33320,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,,2009-05-17,2009-05-17,17-May-09,ARV,Adult,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,120,2745.6,22.88,0.76,"Aspen-OSD, Port Elizabeth, SA",Yes,,,5.38,
837,116-ZA-T01,SCMS-33320,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,,2009-05-17,2008-10-09,9-Oct-08,ARV,Pediatric,S. BUYS WHOLESALER,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Stavudine,Zerit,1mg/ml,Powder for oral solution,200,600,858.0,1.43,0.01,"BMS Meymac, France",No,,,1.68,
838,116-ZA-T01,SCMS-33320,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,,2009-05-17,2008-10-09,9-Oct-08,ARV,Pediatric,S. BUYS WHOLESALER,"Didanosine 100mg [Videx],chewable tablets, 60 Tabs",Didanosine,Videx,100mg,Chewable/dispersible tablet,60,7,91.35,13.05,0.22,"BMS Meymac, France",No,,,0.18,
839,116-ZA-T01,SCMS-33320,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,,2009-05-17,2008-10-09,9-Oct-08,ARV,Pediatric,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,40,1375.6,34.39,0.11,ABBVIE (Abbott) Logis. UK,No,,,2.7,
849,102-GY-T01,SCMS-33930,Guyana,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,2008-11-19,2009-02-06,2009-02-06,6-Feb-09,MRDT,Malaria,ZEPHYR BIOMEDICALS,"Malaria Paramax-3 Kit, 25 Tests",Malaria Paramax-3 Kit,Paramax,,Test kit,25,108,4050.0,37.5,1.5,Not Applicable,Yes,,,7.94,79.0
858,109-TZ-T01,SCMS-34680,Tanzania,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,2008-12-19,2009-04-21,2009-04-21,21-Apr-09,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Atripla,600/200/300mg,Tablet - FDC,30,50000,2520000.0,50.4,1.68,"MSD, Haarlem, NL",Yes,4093.0,9339.0,4939.2,123.0
914,104-CI-T01,SCMS-35790,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2008-12-19,2009-03-02,2009-03-02,2-Mar-09,ANTM,Malaria,IDA FOUNDATION,"Quinine 600mg/2ml (as dihydrochloride), injection, 2ml x 100 Ampules",Quinine (as dihydrochloride),Generic,600mg/2ml,Injection,100,140,2731.4,19.51,0.2,Gland Pharma Ltd Pally Factory,Yes,5209.0,25405.22,5.35,73.0
937,111-MZ-T01,SCMS-36660,Mozambique,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2009-01-05,2009-03-23,2009-03-23,23-Mar-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,5700,182400.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1906.0,23914.8,357.5,77.0
960,108-VN-T01,SCMS-37170,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2009-01-16,2009-04-10,2009-04-10,10-Apr-09,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,5964,51350.04,8.61,0.14,"Aurobindo Unit III, India",Yes,3509.0,12835.2,100.65,84.0
961,108-VN-T01,SCMS-37170,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2009-01-16,2009-04-10,2009-04-10,10-Apr-09,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,21000,50400.0,2.4,0.04,"Aurobindo Unit III, India",No,,,98.78,84.0
962,108-VN-T01,SCMS-37180,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2009-01-16,2009-03-23,2009-03-23,23-Mar-09,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,10560,72864.0,6.9,0.12,"Cipla, Goa, India",Yes,924.0,4225.93,142.81,66.0
979,108-VN-T01,SCMS-31721,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2008-10-21,2009-03-16,2009-03-16,16-Mar-09,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,2352,20250.72,8.61,0.14,"Aurobindo Unit III, India",Yes,211.0,892.5,39.69,146.0
985,109-TZ-T01,SCMS-38370,Tanzania,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2009-02-05,2009-05-28,2009-05-28,28-May-09,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,524,21536.4,41.1,0.14,ABBVIE (Abbott) Logis. UK,Yes,644.0,6668.61,42.21,112.0
986,109-TZ-T01,SCMS-38380,Tanzania,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2009-02-05,2009-05-04,2009-05-04,4-May-09,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,2094,21526.32,10.28,0.17,ABBVIE Ludwigshafen Germany,Yes,237.0,,42.19,88.0
993,107-RW-T01,SCMS-38660,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2009-02-18,2009-04-28,2009-04-28,28-Apr-09,HRDT,HIV test,Premier Medical Corporation Ltd.,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests","HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",First Response,,Test kit,30,8249,185602.5,22.5,0.75,Premier Med. Corp Ltd. India,Yes,2800.0,12595.81,363.78,69.0
1037,123-NG-T01,SCMS-39640,Nigeria,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,2009-03-04,2009-09-30,2009-09-30,30-Sep-09,ARV,Adult,BRISTOL-MYERS SQUIBB,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,200,4734.0,23.67,0.79,"BMS Meymac, France",Yes,11.0,463.0,9.28,210.0
1046,106-HT-T01,SCMS-40000,Haiti,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,2009-03-06,2009-03-31,2009-03-31,31-Mar-09,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,50mg,Chewable/dispersible tablet,60,80,760.0,9.5,0.16,"BMS Meymac, France",Yes,43.0,260.0,1.49,25.0
1047,106-HT-T01,SCMS-40000,Haiti,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,2009-03-06,2009-03-31,2009-03-31,31-Mar-09,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",Didanosine,Videx,2g,Powder for oral solution,200,32,402.88,12.59,0.06,"BMS Meymac, France",No,,,0.79,25.0
1048,106-HT-T01,SCMS-40030,Haiti,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2009-03-06,2009-04-15,2009-04-15,15-Apr-09,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,46,472.88,10.28,0.17,ABBVIE Ludwigshafen Germany,Yes,10.0,893.22,0.93,40.0
1063,116-ZA-T01,SCMS-40810,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,,2009-03-31,2008-12-02,2-Dec-08,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,3025,47522.75,15.71,0.52,"Aurobindo Unit III, India",Yes,,,93.14,
1065,116-ZA-T01,SCMS-41040,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,,2009-04-07,2008-12-03,3-Dec-08,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,3500,49840.0,14.24,0.47,"Cipla, Goa, India",Yes,,,97.69,
1066,116-ZA-T01,SCMS-41040,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,,2009-04-07,2008-12-03,3-Dec-08,ARV,Pediatric,S. BUYS WHOLESALER,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,1008,3588.48,3.56,0.01,"Aurobindo Unit III, India",No,,,7.03,
1067,116-ZA-T01,SCMS-41060,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,,2009-05-05,2008-12-23,23-Dec-08,ARV,Pediatric,S. BUYS WHOLESALER,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Stavudine,Zerit,1mg/ml,Powder for oral solution,200,960,1152.0,1.2,0.01,"BMS Meymac, France",Yes,,,2.26,
1068,116-ZA-T01,SCMS-41070,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,,2009-05-12,2008-12-30,30-Dec-08,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",Lamivudine,Epivir,10mg/ml,Oral solution,240,1800,10512.0,5.84,0.02,GSK Mississauga (Canada),Yes,,,20.6,
1070,116-ZA-T01,SCMS-41140,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,,2009-03-31,2008-11-21,21-Nov-08,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,1200,3384.0,2.82,0.05,"Aurobindo Unit III, India",Yes,,,6.63,
1077,116-ZA-T01,SCMS-41462,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,2009-03-18,2009-06-25,2009-04-21,21-Apr-09,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,346,1954.9,5.65,0.02,"Aurobindo Unit III, India",Yes,,,3.83,34.0
1078,116-ZA-T01,SCMS-41460,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2009-03-18,2009-06-25,2009-06-05,5-Jun-09,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,5300,16642.0,3.14,0.1,"Aurobindo Unit III, India",Yes,,,32.62,79.0
1079,116-ZA-T01,SCMS-41464,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,2009-03-18,2009-06-25,2009-06-17,17-Jun-09,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,342,1932.3,5.65,0.02,"Aurobindo Unit III, India",Yes,,,3.79,91.0
1080,116-ZA-T01,SCMS-41480,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2009-06-15,2009-08-19,2009-08-19,19-Aug-09,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 15mg [Zerit], capsules, 60 Caps",Stavudine,Zerit,15mg,Capsule,60,2700,10665.0,3.95,0.07,"BMS Meymac, France",Yes,,,20.9,65.0
1084,116-ZA-T01,SCMS-41581,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,2009-03-27,2009-06-25,2009-04-14,14-Apr-09,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,3735,134385.3,35.98,0.3,ABBVIE Ludwigshafen Germany,Yes,,,263.4,18.0
1085,116-ZA-T01,SCMS-41589,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,2009-03-27,2009-06-25,2009-04-29,29-Apr-09,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Zidovudine,Retrovir,300mg,Tablet,60,6000,80640.0,13.44,0.22,GSK Aranda,Yes,,,158.05,33.0
1086,116-ZA-T01,SCMS-41584,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,2009-03-27,2009-06-25,2009-04-20,20-Apr-09,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,11672,35016.0,3.0,0.05,"Aurobindo Unit III, India",Yes,,,68.63,24.0
1095,144-BW-T01,SCMS-41870,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2009-03-25,2009-11-13,2009-11-13,13-Nov-09,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,,Test kit,100,20,7000.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,48.0,1172.11,13.72,233.0
1109,104-CI-T01,SCMS-42210,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2009-03-30,2009-06-30,2009-06-30,30-Jun-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,10240,420864.0,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,2523.0,14806.48,824.89,92.0
1110,104-CI-T01,SCMS-42230,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2009-03-30,2009-07-22,2009-07-22,22-Jul-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,100mg,Capsule,336,400,15344.0,38.36,0.11,ABBVIE (Abbott) Logis. UK,Yes,175.0,7642.97,30.07,114.0
1111,116-ZA-T01,SCMS-47390,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2009-04-02,2009-07-31,2009-04-21,21-Apr-09,ARV,Pediatric,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,30,1080.0,36.0,0.12,ABBVIE (Abbott) Logis. UK,Yes,,,2.12,19.0
1114,116-ZA-T01,SCMS-47430,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2009-04-02,2009-05-15,2009-04-17,17-Apr-09,ARV,Adult,S. BUYS WHOLESALER,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,80,2816.0,35.2,1.17,"Aspen-OSD, Port Elizabeth, SA",Yes,,,5.52,15.0
1115,116-ZA-T01,SCMS-47500,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2009-04-02,2009-05-15,2009-04-23,23-Apr-09,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,1000,19770.0,19.77,0.33,"Aurobindo Unit III, India",Yes,,3134.85,38.75,21.0
1122,106-HT-T01,SCMS-42720,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2009-04-02,2009-09-16,2009-09-16,16-Sep-09,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,,Test kit,100,60,21000.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,144.0,3128.19,41.16,167.0
1134,102-KE-T01,SCMS-42980,Kenya,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2009-04-04,2009-07-10,2009-07-10,10-Jul-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,7500,600000.0,80.0,0.8,Inverness Japan,Yes,2215.0,16835.31,1176.0,97.0
1140,133-NG-T01,SCMS-43330,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2009-04-09,2009-08-18,2009-08-18,18-Aug-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,6395,511600.0,80.0,0.8,Inverness Japan,Yes,1915.0,24514.33,1002.74,131.0
1156,107-RW-T01,SCMS-43890,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,2009-04-15,2009-07-25,2009-07-25,25-Jul-09,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,55356,386384.88,6.98,0.23,Hetero Unit III Hyderabad IN,Yes,4482.0,37404.74,757.31,101.0
1162,104-CI-T01,SCMS-44130,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2009-04-15,2009-09-15,2009-09-15,15-Sep-09,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,,Test kit,40,1000,110000.0,110.0,2.75,Bio-Rad Laboratories,Yes,1101.0,8074.03,215.6,153.0
1179,108-VN-T01,SCMS-44990,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2009-04-29,2009-07-17,2009-07-17,17-Jul-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,100mg,Capsule,336,8,613.76,76.72,0.23,ABBVIE (Abbott) France,Yes,48.0,3366.04,1.2,79.0
1183,108-VN-T01,SCMS-45080,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2009-04-29,2009-07-10,2009-07-10,10-Jul-09,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,3500,39025.0,11.15,0.19,"Aurobindo Unit III, India",Yes,1804.0,6341.88,76.49,72.0
